UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target
515,M10514,H,298.8,309.0,1381,41.4,137,0
516,M10515,M,301.5,312.5,1549,55.0,213,0
517,M10516,M,301.0,309.9,1773,30.7,218,0
518,M10517,M,298.0,309.3,1512,57.4,211,0
519,M10518,L,300.2,308.6,1354,25.8,54,0
520,M10519,L,301.5,313.6,1255,38.8,108,0
521,M10520,H,296.7,306.2,1401,41.7,155,0
522,M10521,M,301.1,311.2,1466,31.3,169,0
523,M10522,L,298.7,306.8,1686,33.8,85,0
524,M10523,L,301.1,311.1,1338,47.9,175,0
525,M10524,L,298.5,308.7,1817,54.3,149,0
526,M10525,H,296.4,306.3,1300,19.1,143,0
527,M10526,M,296.7,306.2,1956,41.8,168,0
528,M10527,L,300.1,309.1,1848,38.9,153,0
529,M10528,M,300.5,311.6,1564,41.1,42,0
530,M10529,L,298.2,308.2,1244,36.9,221,0
531,M10530,L,301.3,312.8,1529,27.2,61,0
532,M10531,L,296.7,306.2,1470,55.3,188,0
533,M10532,L,299.9,309.4,1311,51.5,45,0
534,M10533,M,297.6,308.4,1591,39.0,167,0
535,M10534,M,298.7,307.1,1392,35.2,227,0
536,M10535,M,300.1,308.9,1411,34.0,2,0
537,M10536,M,298.3,309.4,1503,14.4,248,0
538,M10537,H,299.2,308.1,1436,43.5,8,0
539,M10538,L,302.0,310.2,1911,47.7,3,0
540,M10539,L,298.8,310.7,1443,41.4,217,0
541,M10540,L,301.7,310.3,1618,39.1,179,0
542,M10541,L,297.7,307.9,1565,41.3,27,0
543,M10542,L,301.1,311.1,1602,31.6,237,0
544,M10543,H,302.9,310.1,1616,35.1,170,0
545,M10544,L,295.1,304.8,1697,38.4,28,0
546,M10545,L,298.4,308.9,1587,46.9,218,0
547,M10546,L,301.2,311.5,1579,53.7,122,0
548,M10547,L,299.6,310.5,1549,37.7,70,0
549,M10548,L,300.7,310.4,1514,29.7,209,0
550,M10549,L,298.8,309.5,1376,40.4,187,0
551,M10550,H,300.2,309.5,1528,59.9,158,0
552,M10551,L,299.7,308.3,1582,30.5,227,0
553,M10552,L,302.3,311.0,1611,48.8,218,0
554,M10553,H,300.5,309.0,1571,53.2,57,0
555,M10554,L,300.7,311.7,1497,36.4,222,0
556,M10555,L,299.2,307.7,1529,33.1,95,0
557,M10556,L,299.0,309.3,1440,45.7,109,0
558,M10557,M,299.1,308.9,1595,43.5,246,0
559,M10558,M,300.8,310.7,1499,46.9,192,0
560,M10559,L,299.2,310.5,1571,60.5,81,0
561,M10560,H,300.6,310.1,1718,41.7,164,0
562,M10561,M,304.2,314.8,1412,28.2,136,0
563,M10562,M,301.7,311.8,1646,40.7,30,0
564,M10563,M,299.3,309.2,1545,42.4,225,0
565,M10564,M,302.4,314.7,1901,52.5,208,0
566,M10565,M,299.2,307.7,1500,38.1,197,0
567,M10566,L,295.9,307.2,1663,36.0,141,0
568,M10567,L,298.0,308.6,1542,26.4,56,0
569,M10568,L,296.3,305.8,1290,45.4,224,0
570,M10569,L,299.3,310.9,1446,73.1,89,0
571,M10570,H,300.0,308.2,1697,37.8,5,0
572,M10571,H,303.4,312.8,1462,44.5,248,0
573,M10572,L,300.7,309.4,1142,34.6,218,0
574,M10573,L,299.6,310.0,1533,27.3,158,0
575,M10574,M,301.7,310.5,1343,44.3,3,0
576,M10575,L,295.6,306.0,1563,40.3,58,0
577,M10576,M,300.5,310.3,1817,16.4,114,0
578,M10577,M,301.5,311.1,1677,55.9,159,0
579,M10578,M,297.0,307.4,1814,44.1,179,0
580,M10579,M,302.3,312.0,1438,40.7,199,0
581,M10580,L,300.7,309.6,1513,35.8,141,0
582,M10581,L,299.2,312.0,1352,44.0,166,0
583,M10582,L,301.3,310.8,1417,44.5,205,0
584,M10583,M,304.5,312.3,1373,44.0,182,0
585,M10584,L,300.4,309.5,1305,50.6,242,0
586,M10585,H,300.5,309.2,1783,52.8,221,0
587,M10586,L,299.1,309.9,1165,59.9,43,0
588,M10587,M,298.3,308.6,1784,31.7,240,0
589,M10588,L,301.7,312.1,1762,34.3,52,0
590,M10589,H,298.3,307.9,1628,43.6,251,0
591,M10590,L,300.1,309.9,1340,32.3,177,0
592,M10591,M,299.0,308.7,1256,33.9,159,0
593,M10592,H,301.0,310.9,1441,44.7,82,0
594,M10593,L,300.7,311.5,1651,48.9,34,0
595,M10594,M,302.1,312.4,1540,52.6,32,0
596,M10595,M,299.0,309.5,1352,38.1,219,0
597,M10596,L,299.5,310.0,1745,44.6,109,0
598,M10597,M,298.0,308.9,1841,42.4,142,0
599,M10598,M,299.1,309.4,1498,40.2,236,0
600,M10599,L,300.8,311.1,1559,31.9,65,0
601,M10600,M,301.5,312.7,1269,30.7,193,0
602,M10601,L,298.2,307.5,1465,46.6,119,0
603,M10602,L,301.7,310.9,1630,31.8,54,0
604,M10603,H,302.7,311.5,1603,22.4,216,0
605,M10604,M,300.8,311.0,1448,39.7,172,0
606,M10605,M,303.8,311.9,1490,54.4,24,0
607,M10606,H,298.5,308.9,1459,12.3,137,0
608,M10607,M,297.5,307.4,1489,37.1,215,0
609,M10608,M,296.4,307.6,1615,46.7,17,0
610,M10609,L,303.0,312.3,1187,21.9,105,0
611,M10610,L,301.3,311.1,1526,37.9,204,0
612,M10611,M,299.9,311.0,1602,28.7,217,0
613,M10612,H,300.6,311.9,1437,30.0,196,0
614,M10613,L,297.7,307.1,1453,36.0,77,0
615,M10614,M,304.9,315.1,1458,28.9,128,0
616,M10615,L,300.3,310.6,1453,28.1,188,0
617,M10616,L,300.2,310.6,1540,39.4,39,0
618,M10617,M,301.5,311.2,1562,62.0,151,0
619,M10618,L,301.0,312.2,1163,47.5,182,0
620,M10619,L,300.4,308.6,1656,50.0,215,0
621,M10620,L,298.4,308.0,1487,47.9,28,0
622,M10621,H,300.9,311.4,1885,33.1,83,0
623,M10622,M,303.8,314.2,1326,43.1,137,0
624,M10623,L,302.7,314.0,1384,50.9,177,0
625,M10624,L,303.2,314.4,1503,48.2,185,0
626,M10625,L,299.0,308.7,1613,41.9,64,0
627,M10626,M,298.0,309.3,1190,45.1,4,0
628,M10627,M,299.7,309.0,1391,64.4,176,0
629,M10628,H,300.1,311.0,1645,48.3,230,0
630,M10629,H,302.2,314.0,1369,36.9,202,0
631,M10630,M,296.6,307.8,1784,39.3,157,0
632,M10631,M,303.1,313.2,1458,29.6,247,0
633,M10632,M,299.7,309.4,1378,63.2,110,0
634,M10633,L,299.1,307.6,1648,55.9,133,0
635,M10634,M,298.0,308.3,1827,40.8,3,0
636,M10635,L,296.7,305.6,1614,61.6,239,0
637,M10636,L,301.6,310.9,1765,46.3,148,0
638,M10637,H,300.1,309.0,1839,35.7,99,0
639,M10638,M,297.4,307.0,1374,49.0,11,0
640,M10639,L,297.4,307.4,1707,43.9,92,0
641,M10640,H,299.3,309.6,1266,48.3,1,0
642,M10641,M,303.3,312.7,1615,26.4,82,0
643,M10642,L,299.5,310.6,1526,32.0,241,0
644,M10643,M,297.0,306.8,1761,54.7,39,0
645,M10644,L,299.5,308.7,1749,56.8,138,0
646,M10645,L,299.5,309.7,1641,54.0,47,0
647,M10646,H,294.6,306.6,1592,62.0,198,0
648,M10647,M,299.9,310.2,1630,45.7,142,0
649,M10648,H,299.5,309.2,1550,45.0,51,0
650,M10649,H,301.4,309.9,1528,31.0,219,0
651,M10650,L,303.7,313.5,1797,34.3,198,0
652,M10651,H,302.3,312.5,1819,20.3,241,0
653,M10652,M,299.5,309.1,1514,36.8,0,0
654,M10653,L,297.8,306.1,1582,19.6,116,0
655,M10654,M,305.1,314.3,1554,50.7,253,1
656,M10655,L,300.1,311.6,1251,43.8,205,0
657,M10656,L,300.0,311.5,1479,19.9,210,0
658,M10657,L,300.0,309.1,1825,38.1,157,0
659,M10658,M,300.4,311.1,1405,59.5,180,0
660,M10659,L,299.7,308.5,1918,38.8,204,0
661,M10660,L,298.9,310.3,1749,30.1,23,0
662,M10661,M,298.9,309.2,1611,22.3,175,0
663,M10662,M,299.9,310.9,1639,22.6,206,0
664,M10663,L,298.9,307.2,1375,45.3,10,0
665,M10664,H,298.6,309.3,1492,35.7,75,0
666,M10665,M,300.2,310.2,1797,36.5,82,0
667,M10666,H,299.5,310.3,1429,35.7,216,0
668,M10667,L,303.0,313.9,1729,38.6,197,0
669,M10668,H,294.7,304.8,1293,27.9,166,0
670,M10669,H,302.2,311.6,1325,43.1,204,0
671,M10670,M,302.5,313.3,1879,25.9,115,0
672,M10671,H,295.9,305.8,1537,32.5,221,0
673,M10672,M,299.3,308.4,1443,50.0,59,0
674,M10673,L,299.3,308.3,1783,43.7,178,0
675,M10674,H,297.2,305.7,1762,46.8,61,0
676,M10675,M,298.4,307.9,1704,61.3,10,0
677,M10676,L,297.8,308.9,1437,39.4,72,0
678,M10677,L,303.5,313.7,1488,40.2,125,0
679,M10678,M,301.9,311.3,1595,37.4,213,0
680,M10679,M,302.5,313.3,1663,35.6,129,0
681,M10680,H,301.4,310.6,1448,30.0,45,0
682,M10681,M,297.7,307.8,1570,40.8,251,0
683,M10682,L,299.0,308.8,1587,43.5,68,0
684,M10683,M,301.0,311.8,1769,44.1,249,0
685,M10684,L,297.6,306.0,1674,40.6,237,0
686,M10685,M,301.4,310.6,1269,49.2,137,0
687,M10686,M,299.5,307.9,1501,40.3,23,0
688,M10687,H,299.3,309.0,1373,35.9,176,0
689,M10688,M,301.4,312.6,1641,30.8,214,0
690,M10689,M,300.9,310.4,1704,24.7,113,0
691,M10690,H,299.3,308.8,1557,54.5,60,0
692,M10691,H,302.3,313.2,1491,33.1,203,0
693,M10692,L,297.8,308.9,1551,30.8,138,0
694,M10693,L,301.2,311.1,1576,35.9,50,0
695,M10694,H,301.2,311.9,1424,37.2,240,0
696,M10695,H,299.4,308.3,1321,56.2,240,0
697,M10696,L,300.7,312.0,1172,36.8,93,0
698,M10697,L,297.5,309.6,1766,66.1,16,0
699,M10698,L,301.8,312.4,1628,40.6,160,0
700,M10699,M,299.6,307.5,1604,60.4,80,0
701,M10700,H,299.0,308.4,1765,48.8,17,0
702,M10701,L,302.1,312.7,1314,43.6,226,0
703,M10702,M,298.6,308.2,1228,55.6,253,0
704,M10703,H,297.2,308.5,1608,51.1,89,0
705,M10704,M,296.9,307.5,1591,46.3,188,1
706,M10705,L,301.2,310.5,1229,62.9,17,0
707,M10706,M,297.4,307.5,1603,35.1,94,0
708,M10707,L,303.5,312.6,1467,30.2,28,0
709,M10708,M,295.8,305.7,1395,33.3,14,0
710,M10709,L,303.4,312.8,1479,57.3,149,0
711,M10710,L,300.4,311.6,1102,54.4,203,0
712,M10711,L,299.8,311.9,1433,34.8,115,0
713,M10712,L,298.9,307.5,1413,16.7,133,0
714,M10713,H,300.8,308.9,1639,38.0,68,0
715,M10714,L,299.9,309.7,1511,30.0,186,0
716,M10715,H,302.2,310.7,1653,35.1,91,0
717,M10716,L,300.2,310.3,1083,29.6,17,0
718,M10717,H,300.3,311.0,1389,24.1,42,0
719,M10718,H,299.3,310.8,1639,58.6,33,0
720,M10719,L,299.9,310.1,1484,33.2,110,0
721,M10720,H,300.6,310.4,1690,54.0,16,0
722,M10721,M,296.6,304.6,1216,37.8,204,0
723,M10722,M,297.3,307.3,1670,28.8,230,0
724,M10723,M,301.5,311.6,1425,45.0,63,0
725,M10724,L,300.3,311.0,1407,36.1,123,0
726,M10725,M,299.6,308.9,1716,37.9,131,0
727,M10726,L,300.0,309.6,1747,41.4,249,0
728,M10727,M,300.7,309.2,1724,32.0,17,0
729,M10728,M,298.9,306.6,1904,24.0,169,0
730,M10729,M,298.4,307.3,1766,39.5,87,0
731,M10730,M,300.4,308.8,1397,49.5,127,0
732,M10731,H,298.0,308.4,1564,31.1,55,0
733,M10732,H,300.8,310.3,1475,41.5,41,0
734,M10733,L,296.6,306.1,1902,54.9,62,0
735,M10734,L,302.1,311.1,1737,39.1,18,0
736,M10735,L,300.9,307.7,1505,40.9,70,0
737,M10736,H,300.5,312.0,1696,40.5,175,0
738,M10737,H,302.0,311.0,1318,33.2,165,0
739,M10738,L,303.3,312.9,1584,30.2,140,0
740,M10739,L,302.0,310.6,1371,30.2,0,0
741,M10740,M,296.3,307.3,1237,43.6,32,0
742,M10741,M,297.4,307.6,1679,47.5,213,0
743,M10742,H,298.8,307.9,1702,48.0,69,0
744,M10743,L,300.1,309.7,1621,36.3,231,0
745,M10744,H,301.0,312.7,1506,50.8,221,0
746,M10745,L,298.5,308.5,1312,43.0,39,0
747,M10746,L,300.4,310.2,1331,40.7,227,0
748,M10747,L,298.5,307.5,1365,6.9,159,0
749,M10748,H,298.8,306.9,1497,31.9,159,0
750,M10749,L,297.2,307.0,1732,24.9,216,0
751,M10750,L,298.2,308.5,1729,46.2,102,0
752,M10751,H,297.3,308.4,1244,40.9,186,0
753,M10752,M,298.0,305.8,1415,29.4,169,0
754,M10753,H,302.1,311.0,1410,43.0,195,0
755,M10754,M,298.1,307.5,1086,25.9,167,0
756,M10755,L,305.3,315.3,1640,29.7,20,0
757,M10756,L,301.0,310.8,1495,33.0,74,0
758,M10757,L,300.4,310.2,1519,45.3,238,0
759,M10758,L,298.3,308.7,1780,53.9,57,0
760,M10759,L,301.4,310.5,1555,34.2,119,0
761,M10760,H,298.8,309.8,1462,53.1,90,0
762,M10761,L,300.2,310.7,1641,40.5,22,0
763,M10762,L,305.1,314.8,1729,42.3,46,0
764,M10763,H,299.8,311.4,1592,39.4,73,0
765,M10764,M,302.3,313.9,1662,38.0,117,0
766,M10765,M,298.6,309.5,1513,44.3,221,0
767,M10766,H,299.9,306.9,1524,47.3,130,0
768,M10767,M,303.5,315.1,1559,31.2,165,0
769,M10768,H,298.7,309.5,1404,38.1,108,0
770,M10769,M,303.6,315.6,1437,56.5,220,0
771,M10770,M,301.4,312.7,1786,41.8,168,0
772,M10771,M,298.9,310.5,1898,42.8,23,0
773,M10772,M,301.3,312.1,1824,51.6,121,0
774,M10773,L,301.9,313.3,1302,35.0,209,0
775,M10774,L,301.2,313.2,1285,39.7,186,0
776,M10775,L,296.9,307.1,1326,48.1,229,0
777,M10776,L,298.5,307.0,1563,52.3,58,0
778,M10777,M,299.5,309.2,1036,16.6,247,0
779,M10778,M,299.9,310.2,1434,32.7,72,0
780,M10779,M,301.2,311.3,1791,30.1,13,0
781,M10780,H,300.4,309.1,1715,38.8,125,0
782,M10781,M,297.3,305.7,1448,30.9,28,0
783,M10782,L,300.8,310.0,1461,46.6,172,0
784,M10783,L,301.2,312.0,1641,41.7,228,0
785,M10784,L,301.1,312.7,1706,48.8,233,0
786,M10785,H,302.2,313.1,1444,49.4,154,0
787,M10786,M,301.7,312.7,1497,46.7,135,0
788,M10787,H,300.9,310.8,1438,36.7,251,0
789,M10788,L,299.9,308.1,1301,41.0,147,0
790,M10789,M,296.7,306.2,1500,35.4,235,0
791,M10790,M,300.9,310.6,1486,26.5,232,1
792,M10791,H,300.4,309.9,1313,49.4,73,0
793,M10792,M,300.5,310.6,1655,39.2,3,0
794,M10793,M,297.4,307.9,1626,25.1,111,0
795,M10794,H,297.8,308.7,1664,45.3,218,0
796,M10795,H,302.1,311.8,1402,37.8,212,0
797,M10796,L,299.9,308.0,1184,19.6,153,0
798,M10797,M,301.4,310.9,1623,26.4,40,0
799,M10798,L,300.1,310.1,1420,33.1,27,0
800,M10799,H,300.1,311.3,1380,42.1,242,0
801,M10800,H,301.9,311.3,1314,47.8,107,0
802,M10801,L,299.0,309.5,1490,47.5,164,0
803,M10802,H,300.2,310.5,1821,46.0,229,0
804,M10803,M,299.1,309.1,1449,39.7,220,0
805,M10804,M,299.1,310.1,1344,57.1,143,0
806,M10805,M,299.4,308.7,1656,46.9,123,0
807,M10806,L,300.4,309.9,1570,42.2,186,0
808,M10807,H,299.0,309.0,1160,45.6,88,0
809,M10808,L,302.5,311.9,1658,36.0,158,0
810,M10809,H,298.2,308.7,1920,39.4,6,0
811,M10810,L,299.6,308.9,1074,19.4,209,0
812,M10811,M,299.1,309.3,1318,36.2,253,0
813,M10812,L,302.9,312.8,1029,57.4,242,1
814,M10813,L,300.4,310.6,1526,41.5,91,0
815,M10814,H,302.1,311.6,1716,41.1,134,0
816,M10815,M,297.0,306.7,1558,49.9,60,0
817,M10816,L,300.5,310.6,1788,43.5,77,0
818,M10817,M,301.8,312.0,1688,32.2,116,0
819,M10818,L,300.2,310.2,1844,40.2,189,0
820,M10819,L,302.1,313.8,1747,28.8,5,0
821,M10820,M,299.0,308.0,1467,41.8,100,0
822,M10821,H,302.8,312.8,1551,31.7,141,0
823,M10822,H,304.6,313.0,1384,49.2,54,0
824,M10823,L,299.3,309.6,1498,34.9,20,0
825,M10824,M,299.1,308.0,1550,31.8,137,0
826,M10825,M,302.9,312.6,1524,38.9,161,0
827,M10826,L,303.2,312.8,1779,43.6,162,0
828,M10827,H,299.0,309.2,1480,28.0,90,1
829,M10828,L,299.2,308.6,1372,34.8,60,0
830,M10829,L,299.4,308.8,1383,41.0,56,0
831,M10830,L,297.3,308.7,1656,53.2,10,0
832,M10831,H,298.2,308.4,1288,15.0,47,0
833,M10832,M,298.0,307.4,1503,46.1,207,0
834,M10833,L,298.5,308.2,1777,36.2,1,0
835,M10834,L,299.9,311.6,1591,35.1,11,0
836,M10835,L,300.5,310.2,1526,33.3,32,0
837,M10836,L,303.1,312.4,1533,36.4,106,0
838,M10837,H,298.0,307.3,1355,46.1,84,0
839,M10838,H,302.0,311.4,1386,34.7,45,0
840,M10839,H,299.6,309.0,1504,56.4,28,0
841,M10840,L,299.9,308.6,1588,46.2,238,0
842,M10841,M,301.3,310.2,1709,42.0,231,0
843,M10842,L,297.8,306.9,1556,38.4,195,0
844,M10843,L,300.8,311.4,1781,51.8,64,0
845,M10844,H,300.3,310.0,1826,53.2,82,0
846,M10845,L,301.0,310.8,1681,28.5,168,0
847,M10846,L,300.6,311.8,1758,33.1,74,0
848,M10847,L,304.9,316.2,1362,46.3,134,0
849,M10848,M,298.7,308.4,1333,49.3,165,0
850,M10849,L,298.9,308.3,1632,37.0,131,0
851,M10850,L,298.8,307.9,1299,32.6,105,0
852,M10851,M,298.9,309.6,1487,40.8,88,0
853,M10852,M,298.7,308.5,1677,54.6,197,0
854,M10853,M,302.4,312.0,1792,40.4,187,0
855,M10854,L,302.8,312.0,1493,27.5,176,0
856,M10855,L,298.9,308.1,1423,41.1,95,0
857,M10856,H,298.3,308.7,1596,47.7,196,0
858,M10857,L,300.9,309.6,1347,39.0,242,0
859,M10858,L,298.9,309.9,1508,52.5,174,1
860,M10859,L,301.3,310.7,1538,48.6,103,0
861,M10860,L,300.4,310.3,1534,39.4,202,0
862,M10861,M,297.0,305.6,1555,40.4,154,0
863,M10862,H,303.1,313.1,1390,21.8,222,0
864,M10863,L,303.6,313.3,1409,52.0,180,0
865,M10864,M,298.8,308.7,1405,36.7,195,0
866,M10865,L,299.2,310.7,1249,36.0,169,0
867,M10866,H,300.6,310.7,1600,34.6,23,0
868,M10867,L,300.7,309.9,1699,44.5,123,0
869,M10868,L,301.3,310.6,1682,28.8,14,0
870,M10869,L,304.0,314.6,1492,30.3,113,0
871,M10870,L,299.6,310.9,1394,39.5,181,0
872,M10871,M,298.4,308.7,1672,33.8,107,0
873,M10872,M,297.2,307.9,1653,43.3,0,0
874,M10873,M,298.5,309.1,1578,34.2,93,0
875,M10874,H,299.9,311.4,1851,55.8,17,0
876,M10875,L,303.6,311.6,1534,46.9,197,0
877,M10876,M,299.0,309.6,1493,46.7,198,0
878,M10877,L,300.4,311.4,1467,34.0,204,0
879,M10878,M,300.0,308.6,1260,63.8,8,0
880,M10879,H,302.4,311.5,1657,35.7,8,0
881,M10880,H,305.1,314.2,1520,32.9,229,0
882,M10881,M,298.9,308.2,1630,47.0,31,0
883,M10882,H,299.0,308.5,1869,41.9,170,0
884,M10883,M,302.1,312.3,1469,31.9,201,0
885,M10884,H,301.4,312.2,1120,61.7,113,0
886,M10885,H,303.7,314.8,1625,49.7,138,0
887,M10886,L,301.2,310.3,1569,40.0,58,0
888,M10887,L,299.3,308.4,1408,63.8,234,0
889,M10888,L,301.2,312.5,1610,48.0,76,0
890,M10889,L,302.2,312.9,1680,39.9,55,0
891,M10890,L,301.6,311.7,1370,62.6,133,0
892,M10891,L,301.0,311.5,1485,46.5,48,0
893,M10892,L,302.1,312.1,1803,46.1,174,0
894,M10893,L,302.3,312.9,1410,36.2,130,0
895,M10894,L,302.8,312.4,1551,40.5,37,0
896,M10895,H,301.3,311.6,1069,35.9,17,0
897,M10896,H,299.7,308.2,1274,54.3,35,0
898,M10897,H,300.3,309.6,1567,24.1,35,0
899,M10898,H,302.4,311.7,1759,53.5,79,0
900,M10899,M,298.4,308.0,1295,31.3,211,0
901,M10900,M,300.7,309.8,1552,39.4,14,0
902,M10901,L,299.2,308.7,1472,37.1,32,0
903,M10902,L,300.1,308.5,1710,34.9,77,0
904,M10903,M,302.6,313.1,1321,46.8,140,0
905,M10904,L,300.4,310.3,1616,39.9,193,0
906,M10905,L,300.1,308.4,1422,33.4,233,0
907,M10906,L,297.3,306.4,1579,41.5,104,0
908,M10907,L,301.5,311.8,1551,33.1,27,0
909,M10908,L,301.3,310.7,1494,34.7,54,0
910,M10909,H,304.3,313.6,1625,25.2,73,0
911,M10910,M,299.4,309.3,1547,35.5,199,0
912,M10911,L,300.4,310.8,1515,44.9,174,0
913,M10912,L,300.5,309.1,1475,40.4,53,0
914,M10913,L,303.2,313.7,1553,58.0,212,0
915,M10914,L,299.8,309.0,1579,65.9,217,0
916,M10915,L,300.6,310.5,1362,35.4,223,0
917,M10916,M,301.2,311.2,1476,31.8,70,0
918,M10917,M,300.4,309.8,1350,51.2,34,0
919,M10918,L,299.1,308.1,1532,43.3,26,0
920,M10919,M,300.4,310.1,1433,51.2,101,0
921,M10920,M,302.1,313.8,1677,43.9,109,0
922,M10921,H,297.9,306.6,1659,38.1,220,0
923,M10922,M,300.3,312.0,1374,38.1,68,0
924,M10923,M,298.6,308.3,1539,44.3,159,0
925,M10924,M,302.4,312.4,1653,37.9,199,0
926,M10925,L,297.0,305.9,1508,52.1,68,0
927,M10926,H,298.9,308.1,1409,27.1,68,0
928,M10927,M,300.8,310.3,1343,52.0,169,0
929,M10928,M,303.1,312.1,1692,21.5,184,0
930,M10929,M,299.9,309.7,1701,41.4,243,0
931,M10930,L,298.9,308.5,1502,36.7,215,0
932,M10931,H,303.8,315.6,1676,25.0,208,0
933,M10932,H,297.1,305.9,1008,19.6,175,0
934,M10933,L,295.6,305.7,1777,29.1,30,0
935,M10934,L,300.9,311.1,1511,40.5,205,0
936,M10935,L,299.0,307.9,1564,34.0,237,0
937,M10936,L,298.0,308.6,1482,29.7,99,0
938,M10937,L,301.4,311.0,1789,53.4,79,0
939,M10938,H,300.5,308.0,1349,27.8,132,0
940,M10939,M,298.9,309.5,1803,46.7,242,0
941,M10940,M,297.4,306.3,1610,31.2,13,0
942,M10941,H,301.7,310.7,1650,28.9,179,0
943,M10942,M,301.3,312.0,1480,34.0,206,0
944,M10943,L,299.8,309.5,1305,46.1,200,0
945,M10944,L,303.7,314.6,1706,26.4,143,0
946,M10945,L,297.9,309.1,1595,42.8,233,0
947,M10946,L,296.9,306.3,1783,30.5,34,0
948,M10947,H,298.6,309.4,1504,32.3,62,0
949,M10948,M,299.9,309.2,1464,44.0,78,0
950,M10949,L,300.5,312.7,1787,61.5,2,0
951,M10950,M,299.5,308.8,1881,31.0,94,0
952,M10951,L,300.7,311.7,1541,47.1,41,0
953,M10952,L,297.5,308.3,1404,36.9,183,0
954,M10953,L,302.9,313.2,1684,35.3,105,1
955,M10954,H,299.8,309.2,1494,50.6,178,0
956,M10955,L,302.2,312.1,1646,31.6,74,0
957,M10956,H,300.7,308.5,1493,28.6,33,0
958,M10957,M,300.9,311.1,1819,44.6,33,0
959,M10958,M,301.1,311.5,1414,55.8,51,0
960,M10959,H,300.9,311.0,1625,47.4,29,0
961,M10960,L,301.3,308.3,1452,26.1,56,0
962,M10961,H,302.7,311.4,1489,33.9,146,0
963,M10962,L,300.4,309.6,1465,49.7,65,0
964,M10963,H,301.4,311.7,1671,55.7,87,0
965,M10964,H,299.8,310.1,1703,42.3,13,0
966,M10965,H,302.9,312.7,1639,34.3,226,0
967,M10966,H,298.6,309.3,1520,56.3,35,0
968,M10967,L,303.6,312.6,1564,39.3,88,0
969,M10968,H,299.9,310.5,1700,34.0,96,0
970,M10969,L,297.1,307.6,1705,32.3,195,0
971,M10970,M,300.3,310.6,1057,28.2,122,1
972,M10971,H,298.6,308.5,1490,68.1,97,0
973,M10972,L,301.7,313.5,1499,54.1,176,0
974,M10973,L,298.7,309.2,1659,33.5,151,0
975,M10974,H,299.1,308.1,1527,57.1,20,0
976,M10975,L,296.2,306.5,1668,45.3,79,0
977,M10976,L,299.1,309.8,1346,44.7,248,0
978,M10977,M,295.2,304.6,1586,32.9,122,0
979,M10978,H,296.8,307.9,1700,34.9,107,0
980,M10979,H,301.5,311.9,1275,39.6,38,0
981,M10980,M,301.6,309.2,1989,20.5,212,0
982,M10981,M,300.9,311.2,1752,35.2,34,0
983,M10982,H,298.1,307.7,1539,40.0,27,0
984,M10983,L,299.9,310.4,1391,53.0,111,0
985,M10984,M,300.0,310.9,1508,33.9,110,0
986,M10985,L,297.7,307.9,1554,48.0,248,0
987,M10986,H,303.0,314.7,1618,19.6,32,0
988,M10987,M,301.8,311.6,1808,51.6,122,0
989,M10988,M,299.6,310.2,1454,31.1,51,0
990,M10989,L,300.1,310.9,1640,41.3,178,0
991,M10990,M,300.4,310.3,1308,44.0,99,0
992,M10991,L,295.9,306.7,1465,42.1,164,0
993,M10992,L,299.5,308.9,1606,38.9,86,0
994,M10993,H,298.6,308.2,1663,27.7,143,0
995,M10994,H,298.0,306.7,1404,31.2,119,0
996,M10995,L,299.4,309.7,1460,49.9,95,0
997,M10996,L,303.6,313.9,1800,34.1,136,0
998,M10997,L,301.3,312.5,1747,39.0,97,0
999,M10998,M,298.9,309.6,1576,25.2,204,0
1000,M10999,L,301.1,310.9,1139,48.5,125,0
1001,M11000,M,302.8,311.6,1988,26.9,228,0
1002,M11001,L,301.8,312.3,1535,49.1,56,0
1003,M11002,L,300.1,311.2,1483,29.5,28,0
1004,M11003,M,298.7,309.5,1445,50.0,96,0
1005,M11004,H,301.4,312.5,1606,40.1,46,0
1006,M11005,H,300.8,310.6,1608,34.5,99,0
1007,M11006,M,301.8,311.3,1709,55.8,52,0
1008,M11007,L,301.3,310.5,1373,39.3,220,0
1009,M11008,L,302.1,312.0,1483,36.4,144,0
1010,M11009,M,298.9,308.9,1902,49.0,126,0
1011,M11010,L,302.6,312.8,1579,25.3,199,0
1012,M11011,L,300.4,310.3,1508,15.0,33,0
1013,M11012,H,304.2,314.0,1370,51.5,217,0
1014,M11013,L,298.6,307.8,1630,31.7,122,0
1015,M11014,H,303.5,314.4,1724,48.6,35,0
1016,M11015,L,300.4,310.5,1696,40.5,207,0
1017,M11016,L,298.7,308.5,1493,28.5,117,0
1018,M11017,M,299.0,308.3,1604,46.0,153,0
1019,M11018,L,299.4,308.0,1838,35.9,226,0
1020,M11019,H,300.8,312.2,1731,29.3,225,0
1021,M11020,M,301.0,311.6,1399,29.6,226,0
1022,M11021,M,298.9,307.2,1083,22.8,105,0
1023,M11022,M,300.0,310.7,1592,44.0,190,0
1024,M11023,H,304.3,315.2,1682,30.7,59,0
1025,M11024,H,303.5,313.6,1344,39.7,210,0
1026,M11025,L,300.9,312.5,1537,38.2,86,0
1027,M11026,H,300.1,310.3,1492,30.7,117,0
1028,M11027,M,300.2,308.8,1558,24.9,226,0
1029,M11028,M,301.2,311.6,1441,65.1,204,0
