UDI,Product ID,Type,Air temperature [K],Process temperature [K],Air temperature [C],Process temperature [C],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF
322,M75889,M,301.93,312.83,28.78,39.68,1459,38.83,138,0,0,0,0,0
323,M70286,M,301.09,311.91,27.94,38.76,1386,33.87,110,0,0,0,0,0
324,L96066,L,300.9,311.15,27.75,38.0,1699,40.68,108,0,0,0,0,0
325,H88590,H,301.84,312.26,28.69,39.11,1540,49.49,102,0,0,0,0,0
326,M85769,M,299.04,307.95,25.89,34.8,1599,29.06,168,0,0,0,0,0
327,L23332,L,299.13,308.38,25.98,35.23,1598,35.61,175,0,0,0,0,0
328,M51557,M,304.37,315.27,31.22,42.12,1481,46.02,124,0,0,0,0,0
329,L71044,L,299.51,310.34,26.36,37.19,1331,43.24,178,0,0,0,0,0
330,L39538,L,301.47,312.19,28.32,39.04,1361,46.6,127,0,0,0,0,0
331,L90280,L,300.01,309.5,26.86,36.35,1732,33.49,23,0,0,0,0,0
332,M59945,M,296.3,307.21,23.15,34.06,1408,32.24,204,0,0,0,0,0
333,L13218,L,295.91,304.75,22.76,31.6,1463,40.11,209,0,0,0,0,0
334,L68771,L,298.84,309.92,25.69,36.77,1336,51.89,64,0,0,0,0,0
335,L45933,L,302.11,311.85,28.96,38.7,1322,45.85,189,0,0,0,0,0
336,L57529,L,301.58,313.26,28.43,40.11,1400,53.9,123,0,0,0,0,0
337,M28798,M,301.83,310.31,28.68,37.16,1830,17.13,30,1,0,0,1,0
338,M27811,M,298.03,309.79,24.88,36.64,1650,37.75,96,0,0,0,0,0
339,L56973,L,303.23,312.87,30.08,39.72,1443,34.53,18,0,0,0,0,0
340,L13029,L,298.07,307.69,24.92,34.54,1725,26.22,189,0,0,0,0,0
341,L37044,L,300.43,310.62,27.28,37.47,1508,48.66,47,0,0,0,0,0
342,L49066,L,299.98,309.28,26.83,36.13,1772,30.29,39,0,0,0,0,0
343,L47727,L,299.65,309.58,26.5,36.43,1922,27.0,50,0,0,0,0,0
344,L95205,L,302.68,311.94,29.53,38.79,1715,36.16,54,0,0,0,0,0
345,L37143,L,298.59,307.89,25.44,34.74,1552,19.71,162,1,0,0,1,0
346,M61979,M,297.3,307.79,24.15,34.64,1657,45.41,153,0,0,0,0,0
347,M56936,M,300.04,309.14,26.89,35.99,1538,52.5,31,0,0,0,0,0
348,L73040,L,299.2,308.43,26.05,35.28,1214,54.53,174,0,0,0,0,0
349,L29263,L,306.75,315.38,33.6,42.23,1420,43.63,84,0,0,0,0,0
350,M80524,M,301.35,310.85,28.2,37.7,1368,40.14,110,0,0,0,0,0
351,L69807,L,299.18,310.49,26.03,37.34,1417,31.85,30,0,0,0,0,0
352,M48189,M,297.89,307.04,24.74,33.89,1849,40.54,170,0,0,0,0,0
353,M91473,M,296.24,305.51,23.09,32.36,1731,40.42,90,0,0,0,0,0
354,L48435,L,297.95,308.14,24.8,34.99,1612,39.14,152,0,0,0,0,0
355,L53413,L,300.23,309.86,27.08,36.71,1677,36.83,103,0,0,0,0,0
356,M74623,M,302.85,315.08,29.7,41.93,1204,50.0,12,0,0,0,0,0
357,L52011,L,302.24,312.08,29.09,38.93,1662,30.26,169,0,0,0,0,0
358,L14212,L,300.46,310.79,27.31,37.64,1699,53.72,133,1,0,0,1,0
359,H62655,H,299.35,310.3,26.2,37.15,1143,47.84,104,0,0,0,0,0
360,L20915,L,300.54,311.46,27.39,38.31,1669,30.92,48,0,0,0,0,0
361,L39436,L,298.96,309.2,25.81,36.05,1286,53.53,150,0,0,0,0,0
362,M86770,M,303.44,313.28,30.29,40.13,1190,47.9,66,0,0,0,0,0
363,L45552,L,299.62,311.65,26.47,38.5,1767,32.27,103,0,0,0,0,0
364,L12854,L,299.83,309.73,26.68,36.58,1359,53.48,14,0,0,0,0,0
365,H61403,H,295.57,305.13,22.42,31.98,1410,46.07,186,0,0,0,0,0
366,L24585,L,299.61,308.96,26.46,35.81,1708,39.38,22,0,0,0,0,0
367,H66505,H,301.67,309.95,28.52,36.8,1482,27.33,214,0,0,0,0,0
368,H97087,H,297.86,308.69,24.71,35.54,1503,41.31,208,0,0,0,0,0
369,L13378,L,298.5,306.15,25.35,33.0,1500,30.16,233,0,0,0,0,0
370,L96320,L,301.59,311.58,28.44,38.43,1596,32.26,218,0,0,0,0,0
371,L90755,L,297.05,306.84,23.9,33.69,1495,39.72,233,0,0,0,0,0
372,L69291,L,302.12,314.36,28.97,41.21,1555,36.56,213,0,0,0,0,0
373,L15084,L,298.94,307.1,25.79,33.95,1447,44.83,27,0,0,0,0,0
374,M61318,M,299.22,308.32,26.07,35.17,1597,42.05,105,0,0,0,0,0
375,L41959,L,297.75,307.62,24.6,34.47,1590,42.8,18,0,0,0,0,0
376,L32038,L,300.76,310.56,27.61,37.41,1867,19.93,131,0,0,0,0,0
377,M60981,M,304.92,314.37,31.77,41.22,1468,57.92,127,0,0,0,0,0
378,L95530,L,301.56,311.48,28.41,38.33,1503,37.93,221,0,0,0,0,0
379,M87509,M,298.27,307.01,25.12,33.86,1577,46.04,233,0,0,0,0,0
380,L73765,L,302.27,312.63,29.12,39.48,1704,13.51,62,1,0,0,1,0
381,L75356,L,299.37,307.05,26.22,33.9,1344,40.51,140,1,0,1,0,0
382,M48974,M,302.75,312.72,29.6,39.57,1553,25.21,111,0,0,0,0,0
383,M68362,M,301.61,311.01,28.46,37.86,1100,45.2,131,0,0,0,0,0
384,M55280,M,294.11,305.13,20.96,31.98,1487,38.92,128,0,0,0,0,0
385,M99501,M,297.99,309.75,24.84,36.6,1723,30.58,219,1,1,0,0,0
386,M35685,M,301.89,311.56,28.74,38.41,1408,51.21,215,0,0,0,0,0
387,L90262,L,300.3,311.69,27.15,38.54,1566,50.74,29,0,0,0,0,0
388,L39113,L,297.95,307.64,24.8,34.49,1442,31.99,83,0,0,0,0,0
389,M20696,M,298.73,307.77,25.58,34.62,1385,37.48,181,0,0,0,0,0
390,M25769,M,296.19,307.93,23.04,34.78,1705,25.36,164,0,0,0,0,0
391,H54068,H,299.82,310.34,26.67,37.19,1352,51.62,151,0,0,0,0,0
392,L34739,L,304.42,314.43,31.27,41.28,1586,37.39,239,1,1,0,0,0
393,L45501,L,301.61,312.3,28.46,39.15,1589,36.32,81,0,0,0,0,0
394,M97689,M,304.38,314.66,31.23,41.51,1386,43.84,124,0,0,0,0,0
395,L82150,L,301.76,311.7,28.61,38.55,1562,34.19,235,1,1,0,0,0
396,H82068,H,302.05,310.73,28.9,37.58,1371,34.93,167,0,0,0,0,0
397,M24847,M,303.95,313.68,30.8,40.53,1626,35.64,156,0,0,0,0,0
398,L11738,L,300.75,311.38,27.6,38.23,1305,41.77,37,0,0,0,0,0
399,M70555,M,299.63,309.5,26.48,36.35,1476,41.61,59,0,0,0,0,0
400,M48931,M,302.07,312.97,28.92,39.82,1491,25.38,91,0,0,0,0,0
401,L81561,L,302.91,313.29,29.76,40.14,1730,34.61,112,0,0,0,0,0
402,H60841,H,299.04,308.16,25.89,35.01,1560,31.23,119,0,0,0,0,0
403,L44059,L,298.56,307.24,25.41,34.09,1702,34.87,217,0,0,0,0,0
404,M94073,M,300.28,310.12,27.13,36.97,1632,42.35,26,0,0,0,0,0
405,L66317,L,301.66,311.14,28.51,37.99,1631,30.68,60,0,0,0,0,0
406,M18664,M,301.6,311.93,28.45,38.78,1477,48.37,34,0,0,0,0,0
407,L74135,L,297.15,306.43,24.0,33.28,1714,19.51,176,0,0,0,0,0
408,L15395,L,303.82,313.21,30.67,40.06,1473,51.26,233,1,1,0,0,1
409,H33000,H,298.72,309.77,25.57,36.62,1232,56.4,215,0,0,0,0,0
410,L22846,L,299.47,309.62,26.32,36.47,1497,31.17,174,0,0,0,0,0
411,L44141,L,298.19,307.49,25.04,34.34,1614,28.47,5,0,0,0,0,0
412,H56795,H,305.4,315.41,32.25,42.26,1254,33.74,83,0,0,0,0,0
413,H80102,H,300.48,311.86,27.33,38.71,1380,48.89,207,0,0,0,0,0
414,L86880,L,298.3,308.59,25.15,35.44,1320,40.77,157,0,0,0,0,0
415,M78288,M,301.73,312.32,28.58,39.17,1673,31.02,50,0,0,0,0,0
416,L89140,L,301.54,310.79,28.39,37.64,1828,22.37,112,0,0,0,0,0
417,L86979,L,299.62,310.65,26.47,37.5,1498,52.74,21,0,0,0,0,0
418,L62198,L,301.68,314.0,28.53,40.85,1628,27.41,125,0,0,0,0,0
419,M29719,M,298.35,307.56,25.2,34.41,1623,35.49,216,1,1,0,0,0
420,M36016,M,299.01,307.83,25.86,34.68,1807,33.44,9,0,0,0,0,0
421,M84340,M,295.98,306.16,22.83,33.01,1421,37.14,147,0,0,0,0,0
422,M37769,M,297.35,308.23,24.2,35.08,1497,33.48,56,0,0,0,0,0
423,L88242,L,303.62,313.52,30.47,40.37,1475,35.88,238,1,1,0,0,0
424,L72616,L,303.28,312.23,30.13,39.08,1548,41.53,16,0,0,0,0,0
425,L80846,L,300.13,310.02,26.98,36.87,1973,26.26,148,0,0,0,0,0
426,L79468,L,303.33,313.92,30.18,40.77,1540,50.2,62,0,0,0,0,0
427,L28727,L,299.68,309.27,26.53,36.12,1385,35.14,212,0,0,0,0,0
428,M65101,M,299.51,310.12,26.36,36.97,1333,49.02,29,0,0,0,0,0
429,L43435,L,300.11,311.28,26.96,38.13,1754,18.61,103,1,0,0,1,0
430,L28274,L,299.75,309.99,26.6,36.84,1385,35.16,44,0,0,0,0,0
431,L66626,L,299.57,309.54,26.42,36.39,1651,28.17,192,0,0,0,0,0
432,M76800,M,302.29,313.12,29.14,39.97,1416,31.63,84,0,0,0,0,0
433,M74238,M,300.3,309.44,27.15,36.29,1313,45.89,45,0,0,0,0,0
434,L30717,L,301.42,310.47,28.27,37.32,1641,34.04,174,0,0,0,0,0
435,L49675,L,302.06,311.8,28.91,38.65,1425,21.99,196,1,0,0,1,0
436,M11376,M,300.78,310.28,27.63,37.13,1609,51.56,111,0,0,0,0,0
437,L58568,L,298.06,307.26,24.91,34.11,1622,36.72,91,0,0,0,0,0
438,M87739,M,297.29,309.12,24.14,35.97,1631,35.15,152,0,0,0,0,0
439,M80717,M,300.3,312.47,27.15,39.32,1488,48.98,156,0,0,0,0,0
440,L23137,L,299.66,309.3,26.51,36.15,1655,42.53,159,0,0,0,0,0
441,L57059,L,300.17,310.27,27.02,37.12,1374,39.33,66,0,0,0,0,0
442,H26477,H,299.97,309.78,26.82,36.63,1106,36.21,226,1,1,0,0,0
443,L28149,L,305.17,316.27,32.02,43.12,1659,39.06,51,0,0,0,0,0
444,L28067,L,297.34,308.65,24.19,35.5,1564,28.93,90,0,0,0,0,0
445,M32892,M,296.02,304.24,22.87,31.09,1428,50.03,68,0,0,0,0,0
446,H66987,H,300.66,311.14,27.51,37.99,1278,38.64,223,1,1,0,0,0
447,H67746,H,299.25,307.94,26.1,34.79,1179,45.0,199,0,0,0,0,0
448,M89489,M,300.63,312.39,27.48,39.24,1544,26.36,195,0,0,0,0,0
449,L33084,L,301.17,311.61,28.02,38.46,1824,21.32,1,0,0,0,0,0
450,L54122,L,302.57,311.74,29.42,38.59,1511,37.05,165,0,0,0,0,0
451,M83260,M,296.99,306.74,23.84,33.59,1472,37.31,55,0,0,0,0,0
452,L52301,L,298.89,308.6,25.74,35.45,1531,33.62,232,1,1,0,0,0
453,L54467,L,300.86,311.38,27.71,38.23,1916,46.32,127,1,0,0,1,0
454,H96444,H,301.54,312.58,28.39,39.43,1667,39.21,136,0,0,0,0,0
455,L74460,L,304.39,313.24,31.24,40.09,1372,41.85,86,0,0,0,0,0
456,L48667,L,301.91,313.75,28.76,40.6,1540,15.15,129,1,0,0,1,0
457,L16654,L,299.89,311.49,26.74,38.34,1593,42.57,180,0,0,0,0,0
458,L10823,L,298.22,307.34,25.07,34.19,1350,66.39,135,1,0,0,1,0
459,L40311,L,298.87,308.94,25.72,35.79,1668,32.85,154,0,0,0,0,0
460,L64548,L,298.81,310.53,25.66,37.38,1392,34.68,113,0,0,0,0,0
461,L35760,L,301.31,312.54,28.16,39.39,1271,46.4,172,0,0,0,0,0
462,M37479,M,300.51,310.18,27.36,37.03,1548,25.55,216,1,1,0,0,0
463,M63839,M,297.35,308.17,24.2,35.02,1521,41.38,12,0,0,0,0,0
464,L40806,L,299.13,312.13,25.98,38.98,1535,49.33,26,0,0,0,0,0
465,H17825,H,301.76,311.86,28.61,38.71,1401,35.52,165,0,0,0,0,0
466,L31513,L,300.7,310.07,27.55,36.92,1426,35.08,91,0,0,0,0,0
467,L59695,L,301.14,311.31,27.99,38.16,1732,32.43,68,0,0,0,0,0
468,M39004,M,300.77,311.01,27.62,37.86,1612,31.53,43,0,0,0,0,0
469,L80098,L,303.25,312.73,30.1,39.58,1368,29.8,137,0,0,0,0,0
470,H48732,H,300.47,310.91,27.32,37.76,1194,44.92,83,0,0,0,0,0
471,L99838,L,299.23,307.97,26.08,34.82,1375,36.97,122,0,0,0,0,0
472,H72731,H,298.17,307.5,25.02,34.35,1563,47.6,230,1,1,0,0,0
473,L35605,L,300.5,311.26,27.35,38.11,1424,49.47,182,0,0,0,0,0
474,M52553,M,295.12,303.36,21.97,30.21,1411,51.79,191,0,0,0,0,0
475,L43235,L,299.63,310.53,26.48,37.38,1432,46.43,30,0,0,0,0,0
476,H49891,H,299.59,307.58,26.44,34.43,1522,39.28,78,0,0,0,0,0
477,L70843,L,297.27,305.54,24.12,32.39,1672,27.27,25,0,0,0,0,0
478,L84679,L,298.14,307.64,24.99,34.49,1535,47.94,232,1,1,0,0,1
479,H98761,H,301.62,311.91,28.47,38.76,1546,39.85,164,0,0,0,0,0
480,L14296,L,300.46,311.79,27.31,38.64,1496,28.32,5,0,0,0,0,0
481,M65939,M,300.2,310.26,27.05,37.11,1448,32.27,114,0,0,0,0,0
482,M51236,M,300.61,310.37,27.46,37.22,1691,23.76,63,0,0,0,0,0
483,L25879,L,300.19,310.76,27.04,37.61,1665,18.0,130,1,0,0,1,0
484,M98631,M,302.49,311.61,29.34,38.46,1893,33.38,43,0,0,0,0,0
485,L49202,L,300.25,310.39,27.1,37.24,1642,24.99,14,0,0,0,0,0
486,H30116,H,297.08,305.88,23.93,32.73,1448,33.53,78,0,0,0,0,0
487,L30969,L,303.26,313.34,30.11,40.19,1377,41.93,71,0,0,0,0,0
488,L37673,L,300.74,310.61,27.59,37.46,1702,32.17,172,0,0,0,0,0
489,H90945,H,298.82,308.02,25.67,34.87,1392,35.44,114,0,0,0,0,0
490,M68751,M,297.49,307.66,24.34,34.51,1677,46.32,70,0,0,0,0,0
491,L49685,L,300.79,310.95,27.64,37.8,1402,28.65,137,0,0,0,0,0
492,M30100,M,299.77,310.94,26.62,37.79,1596,24.03,17,0,0,0,0,0
493,L85161,L,303.15,311.54,30.0,38.39,1350,46.12,159,1,0,1,0,0
494,L17066,L,299.31,309.23,26.16,36.08,1671,29.27,35,0,0,0,0,0
495,L42567,L,298.33,307.56,25.18,34.41,1319,38.11,67,0,0,0,0,0
496,L22918,L,301.79,312.66,28.64,39.51,1583,27.57,68,0,0,0,0,0
497,L16587,L,301.85,312.6,28.7,39.45,1500,40.89,112,0,0,0,0,0
498,L58148,L,300.34,310.85,27.19,37.7,1553,38.7,229,0,0,0,0,0
499,H12592,H,301.35,310.65,28.2,37.5,1466,40.04,78,0,0,0,0,0
500,H57207,H,299.92,310.81,26.77,37.66,1462,34.54,68,0,0,0,0,0
501,M76267,M,300.47,308.94,27.32,35.79,1562,30.67,41,0,0,0,0,0
502,L16139,L,302.33,310.59,29.18,37.44,1360,40.84,94,1,0,1,0,0
503,L28093,L,301.25,309.97,28.1,36.82,1359,49.91,44,0,0,0,0,0
504,M97094,M,299.66,309.63,26.51,36.48,1472,51.46,33,0,0,0,0,0
505,M18116,M,302.7,313.38,29.55,40.23,1465,47.99,206,0,0,0,0,0
506,L63059,L,295.27,302.29,22.12,29.14,1359,46.2,13,1,0,1,0,0
507,H42305,H,304.1,315.43,30.95,42.28,1697,41.63,171,0,0,0,0,0
508,M19363,M,296.59,306.72,23.44,33.57,1476,29.35,49,0,0,0,0,0
509,H26533,H,298.75,307.18,25.6,34.03,1495,32.61,3,0,0,0,0,0
510,M36872,M,299.92,310.02,26.77,36.87,1303,48.18,191,0,0,0,0,0
511,M68548,M,299.71,310.8,26.56,37.65,1898,29.25,169,0,0,0,0,0
512,L64237,L,302.01,312.61,28.86,39.46,1960,31.94,80,0,0,0,0,0
513,H43134,H,297.88,308.98,24.73,35.83,1398,48.81,19,0,0,0,0,0
514,M53426,M,300.52,309.16,27.37,36.01,1750,39.34,87,0,0,0,0,0
515,L69652,L,298.84,308.43,25.69,35.28,1519,28.99,44,0,0,0,0,0
516,L25363,L,300.59,309.67,27.44,36.52,1816,31.65,224,1,1,0,0,0
517,L61342,L,299.87,311.59,26.72,38.44,1594,28.58,127,0,0,0,0,0
518,M87564,M,300.19,310.83,27.04,37.68,1552,30.69,231,1,1,0,0,0
519,H66928,H,298.9,311.75,25.75,38.6,1100,38.4,84,0,0,0,0,0
520,L44761,L,298.98,308.51,25.83,35.36,1381,42.55,134,0,0,0,0,0
521,L17010,L,300.57,309.85,27.42,36.7,1539,22.96,46,0,0,0,0,0
522,L99828,L,301.89,311.74,28.74,38.59,1570,39.65,194,0,0,0,0,0
523,H46959,H,298.8,310.18,25.65,37.03,1322,54.19,10,0,0,0,0,0
524,M54495,M,298.26,307.9,25.11,34.75,1407,44.95,167,0,0,0,0,0
525,M84832,M,301.23,311.35,28.08,38.2,1632,35.53,94,0,0,0,0,0
526,L67328,L,299.93,310.03,26.78,36.88,1293,56.59,139,0,0,0,0,0
527,L18494,L,301.66,311.7,28.51,38.55,1558,39.39,142,0,0,0,0,0
528,L62825,L,298.19,307.54,25.04,34.39,1752,25.81,171,0,0,0,0,0
529,L30747,L,296.44,306.3,23.29,33.15,1602,36.76,49,0,0,0,0,0
530,M50357,M,298.93,308.75,25.78,35.6,1594,51.63,128,0,0,0,0,0
531,M68918,M,298.47,308.46,25.32,35.31,1181,39.75,102,0,0,0,0,0
532,H50920,H,299.84,310.79,26.69,37.64,1391,30.14,68,0,0,0,0,0
533,H80572,H,298.73,310.49,25.58,37.34,1894,35.16,119,0,0,0,0,0
534,L70538,L,301.48,310.64,28.33,37.49,1430,38.27,228,0,0,0,0,0
535,M40199,M,299.42,309.03,26.27,35.88,1756,28.37,228,0,0,0,0,0
536,H10496,H,300.3,309.48,27.15,36.33,1428,30.05,67,0,0,0,0,0
537,M34380,M,300.32,310.5,27.17,37.35,1486,22.95,212,0,0,0,0,0
538,L33940,L,300.39,309.85,27.24,36.7,1625,23.6,210,0,0,0,0,0
539,L88668,L,299.95,310.19,26.8,37.04,1553,49.82,60,0,0,0,0,0
540,L15804,L,301.02,312.12,27.87,38.97,1602,35.7,144,0,0,0,0,0
541,H92725,H,298.41,305.88,25.26,32.73,1392,25.47,209,0,0,0,0,0
542,M70172,M,302.8,313.29,29.65,40.14,1336,52.35,124,0,0,0,0,0
543,L67742,L,299.53,309.07,26.38,35.92,1380,51.4,89,0,0,0,0,0
544,M94306,M,297.38,307.84,24.23,34.69,1442,49.57,156,0,0,0,0,0
545,M80654,M,300.38,309.48,27.23,36.33,1495,34.95,41,0,0,0,0,0
546,L61493,L,298.3,309.49,25.15,36.34,1717,31.23,39,0,0,0,0,0
547,L48099,L,301.33,312.24,28.18,39.09,1550,38.06,200,0,0,0,0,0
548,M49251,M,304.42,314.99,31.27,41.84,1620,46.58,10,0,0,0,0,0
549,L32896,L,298.43,309.22,25.28,36.07,1560,32.29,193,0,0,0,0,0
550,M37737,M,300.66,309.92,27.51,36.77,1340,36.73,70,0,0,0,0,0
551,L80447,L,296.49,305.87,23.34,32.72,1538,42.82,116,0,0,0,0,0
552,M33120,M,300.91,311.66,27.76,38.51,1558,46.45,130,0,0,0,0,0
553,L96109,L,298.23,307.46,25.08,34.31,1668,33.93,184,0,0,0,0,0
554,L51219,L,298.75,310.2,25.6,37.05,1348,47.87,212,0,0,0,0,0
555,M63333,M,297.8,307.47,24.65,34.32,1178,49.54,193,0,0,0,0,0
556,L74363,L,301.46,311.97,28.31,38.82,1566,34.58,137,0,0,0,0,0
557,L23707,L,302.01,314.11,28.86,40.96,1597,29.24,84,0,0,0,0,0
558,L40738,L,300.05,309.34,26.9,36.19,1504,28.87,126,0,0,0,0,0
559,M23152,M,298.27,308.34,25.12,35.19,1540,32.29,7,0,0,0,0,0
560,M51663,M,303.18,314.23,30.03,41.08,1689,26.12,59,0,0,0,0,0
561,M30099,M,298.5,309.45,25.35,36.3,1455,41.65,88,0,0,0,0,0
562,L40081,L,295.68,305.35,22.53,32.2,1486,48.29,77,0,0,0,0,0
563,L17871,L,300.92,310.4,27.77,37.25,1549,38.62,23,0,0,0,0,0
564,L53643,L,297.79,307.56,24.64,34.41,1322,35.99,12,0,0,0,0,0
565,L90766,L,301.98,313.43,28.83,40.28,1508,44.83,101,0,0,0,0,0
566,L90130,L,299.24,308.96,26.09,35.81,1524,39.97,18,0,0,0,0,0
567,L21975,L,301.21,311.29,28.06,38.14,1821,35.41,69,0,0,0,0,0
568,L30360,L,302.8,312.38,29.65,39.23,1483,34.48,114,0,0,0,0,0
569,H78628,H,297.58,308.29,24.43,35.14,1570,45.56,50,0,0,0,0,0
570,L10695,L,298.87,309.02,25.72,35.87,1696,42.81,19,0,0,0,0,0
571,L37743,L,299.85,308.85,26.7,35.7,1388,39.79,104,0,0,0,0,0
572,M55947,M,303.08,312.11,29.93,38.96,1776,38.01,108,0,0,0,0,0
573,L67429,L,298.68,306.68,25.53,33.53,1844,39.89,220,0,0,0,0,0
574,M13178,M,298.81,307.98,25.66,34.83,1530,33.73,31,0,0,0,0,0
575,M41937,M,300.96,311.75,27.81,38.6,1441,39.12,148,0,0,0,0,0
576,H22733,H,298.85,310.17,25.7,37.02,1820,32.12,77,0,0,0,0,0
577,L43352,L,300.31,310.99,27.16,37.84,1674,25.44,30,0,0,0,0,0
578,H46326,H,296.9,307.45,23.75,34.3,1549,40.51,94,0,0,0,0,0
579,L47582,L,304.43,314.3,31.28,41.15,1785,40.28,103,0,0,0,0,0
580,L20191,L,297.3,308.08,24.15,34.93,1766,31.29,87,0,0,0,0,0
581,L68667,L,299.36,309.64,26.21,36.49,1476,41.53,184,0,0,0,0,0
582,H77723,H,299.94,311.74,26.79,38.59,1579,47.49,201,0,0,0,0,0
583,L24377,L,303.83,313.73,30.68,40.58,1636,31.78,36,0,0,0,0,0
584,L36739,L,297.35,308.69,24.2,35.54,1540,40.09,40,0,0,0,0,0
585,M97916,M,303.97,314.84,30.82,41.69,1292,39.8,101,0,0,0,0,0
586,L71082,L,301.51,312.25,28.36,39.1,1371,37.02,77,0,0,0,0,0
587,L14409,L,300.83,308.82,27.68,35.67,1297,46.9,197,1,0,1,0,0
588,L35458,L,298.03,308.96,24.88,35.81,1621,37.27,239,0,0,0,0,0
589,L38012,L,301.14,311.01,27.99,37.86,1328,47.59,43,0,0,0,0,0
590,L10823,L,298.55,308.11,25.4,34.96,1569,37.13,183,0,0,0,0,0
591,L60838,L,302.53,311.05,29.38,37.9,1856,34.6,146,0,0,0,0,0
592,M91178,M,298.06,308.05,24.91,34.9,1785,45.43,155,0,0,0,0,0
593,L65509,L,299.77,309.81,26.62,36.66,1213,55.7,63,0,0,0,0,0
594,L21511,L,298.89,307.59,25.74,34.44,1311,46.4,23,0,0,0,0,0
595,M84737,M,298.02,306.55,24.87,33.4,1399,44.99,130,0,0,0,0,0
596,L72132,L,301.48,311.97,28.33,38.82,1330,40.67,147,0,0,0,0,0
597,M53614,M,301.07,311.94,27.92,38.79,1246,44.73,231,0,0,0,0,0
598,L30439,L,302.42,312.61,29.27,39.46,1533,41.31,162,0,0,0,0,0
599,L11424,L,296.44,307.59,23.29,34.44,1658,35.25,106,0,0,0,0,0
600,L93111,L,302.13,312.04,28.98,38.89,1702,40.01,239,0,0,0,0,0
601,L30209,L,305.01,314.96,31.86,41.81,1452,49.6,90,0,0,0,0,0
602,L54525,L,299.1,308.18,25.95,35.03,1487,37.71,39,0,0,0,0,0
603,L48205,L,303.79,312.23,30.64,39.08,1597,19.8,148,1,0,0,1,0
604,L70943,L,299.47,311.33,26.32,38.18,1516,54.07,64,0,0,0,0,0
605,L54294,L,297.26,308.39,24.11,35.24,1677,28.95,221,0,0,0,0,0
606,L58432,L,299.39,308.0,26.24,34.85,1610,37.14,103,0,0,0,0,0
607,L76765,L,302.1,312.25,28.95,39.1,1469,44.82,36,0,0,0,0,0
608,L35058,L,298.32,308.22,25.17,35.07,1210,58.62,34,0,0,0,0,0
609,L65689,L,298.8,308.53,25.65,35.38,1797,46.33,156,0,0,0,0,0
610,M13520,M,301.19,310.78,28.04,37.63,1415,37.58,88,0,0,0,0,0
611,L47066,L,300.01,310.39,26.86,37.24,1598,45.38,87,0,0,0,0,0
612,M72467,M,301.17,311.99,28.02,38.84,1200,49.35,147,0,0,0,0,0
613,M99380,M,300.48,310.88,27.33,37.73,1533,59.32,53,1,0,0,1,0
614,L26274,L,300.96,310.84,27.81,37.69,1553,45.71,35,0,0,0,0,0
615,M76424,M,299.14,308.98,25.99,35.83,1561,35.28,158,0,0,0,0,0
616,H15418,H,300.46,311.4,27.31,38.25,2062,21.44,1,0,0,0,0,0
617,L51509,L,298.15,308.61,25.0,35.46,1425,19.21,218,1,1,0,1,0
618,L31846,L,302.58,312.65,29.43,39.5,1679,39.53,44,0,0,0,0,0
619,M99111,M,298.73,308.7,25.58,35.55,1627,43.29,107,0,0,0,0,0
620,M76539,M,302.26,312.6,29.11,39.45,1416,46.42,51,0,0,0,0,0
621,L77020,L,299.53,309.06,26.38,35.91,1676,15.36,52,1,0,0,1,0
622,L53968,L,300.4,311.23,27.25,38.08,1506,27.97,200,0,0,0,0,0
623,L26432,L,299.01,307.93,25.86,34.78,1688,37.79,140,0,0,0,0,0
624,L55943,L,297.97,307.56,24.82,34.41,1878,44.79,75,0,0,0,0,0
625,M47225,M,296.51,307.12,23.36,33.97,1561,36.25,60,0,0,0,0,0
626,L76918,L,297.89,306.76,24.74,33.61,1486,47.29,51,0,0,0,0,0
627,L86463,L,299.35,307.78,26.2,34.63,1719,25.06,133,0,0,0,0,0
628,M61084,M,300.42,310.49,27.27,37.34,1779,33.86,175,0,0,0,0,0
629,L58227,L,302.02,310.32,28.87,37.17,1380,39.31,61,0,0,0,0,0
630,L59838,L,299.11,307.81,25.96,34.66,1456,48.86,80,0,0,0,0,0
631,M45348,M,298.24,308.99,25.09,35.84,1653,30.34,173,0,0,0,0,0
632,M82567,M,297.11,306.91,23.96,33.76,1512,51.31,177,0,0,0,0,0
633,L16863,L,300.96,312.25,27.81,39.1,1368,39.42,50,0,0,0,0,0
634,L40841,L,302.77,311.56,29.62,38.41,1630,26.6,92,0,0,0,0,0
635,L55704,L,302.53,312.44,29.38,39.29,1653,26.38,209,0,0,0,0,0
636,L42195,L,301.42,311.82,28.27,38.67,1476,33.83,178,0,0,0,0,0
637,L47208,L,301.28,310.11,28.13,36.96,1546,40.03,39,0,0,0,0,0
638,L35929,L,303.4,314.43,30.25,41.28,1434,35.07,93,0,0,0,0,0
639,L14041,L,300.66,311.17,27.51,38.02,1343,36.09,234,0,0,0,0,0
640,L62830,L,301.29,309.68,28.14,36.53,1448,46.69,126,0,0,0,0,0
641,L70824,L,299.36,309.32,26.21,36.17,1548,11.32,173,1,0,0,1,0
642,L53291,L,297.28,307.66,24.13,34.51,1277,41.43,22,0,0,0,0,0
643,L63107,L,298.63,308.04,25.48,34.89,1461,28.55,200,0,0,0,0,0
644,L79484,L,299.98,308.5,26.83,35.35,1550,30.01,145,0,0,0,0,0
